,parent,line_id,class,lat,lon,state,x_c,y_c,w,h,top_left_x,top_left_y,bottom_right_x,bottom_right_y,local_top_left_x,local_top_left_y,local_bottom_right_x,local_bottom_right_y,closest_kiln_long,closest_kiln_lat,dist
479,"23.20,88.58",1,zigzag,23.19982665484892,88.57476861404416,west_bengal,25032982.80659911,14553203.011413096,0.0564088,0.0324068,25032951.21767111,14553184.863605095,25033014.39552711,14553221.159221096,40.81056,559.430592,103.988416,595.726208,23.19776196925212,88.57427201656344,0.234240532022358
480,"24.14,88.19",0,zigzag,24.135573760170946,88.18871510944365,west_bengal,24997000.011964444,14457973.906595165,0.0438241,0.0630904,24996975.470468443,14457938.575971164,24997024.553460445,14458009.237219162,415.698024,976.752896,464.781016,1047.414144,24.13610394634879,88.2077342552185,1.9340867779315298
481,"25.70,88.05",0,zigzag,25.70340913201541,88.04912664356226,west_bengal,24983989.423946664,14296832.370960591,0.0477384,0.0714128,24983962.690442663,14296792.379792592,24984016.157450665,14296872.362128591,451.863776,167.365632,505.330784,247.347968,25.69114416818872,88.05493429473884,1.4785198934342578
482,"23.04,88.18",0,zigzag,23.03521148762361,88.18232486495972,west_bengal,24996404.39800889,14569885.87318949,0.0556261,0.0254469,24996373.24739289,14569871.62292549,24996435.54862489,14569900.12345349,745.542504,1030.751176,807.843736,1059.251704,23.03453290553493,88.16728160133361,1.5437073198367288
483,"23.60,86.87",0,zigzag,23.60485771068908,86.87536217613217,west_bengal,24874586.64615111,14512067.390326403,0.0245239,0.061416,24874572.912767112,14512032.997366404,24874600.37953511,14512101.783286406,1046.0576560000002,31.501568,1073.524424,100.287488,23.616543213285595,86.83414381980901,4.401148443656288
484,"23.92,88.66",0,zigzag,23.92231207531558,88.66281449298853,west_bengal,25041189.277315557,14479737.37738589,0.0309448,0.0606808,25041171.948227555,14479703.39613789,25041206.606403552,14479771.35863389,805.0006719999999,290.267712,839.658848,358.23020799999995,23.93332121540084,88.6522033922196,1.6290612757315257
485,"24.09,88.47",0,zigzag,24.08481483801891,88.46416165529253,west_bengal,25022673.490832,14463157.16050011,0.0282622,0.0541295,25022657.664,14463126.84798011,25022689.317664,14463187.473020108,0.0,1059.07676,31.653664000000003,1119.7018,24.08431897492028,88.46160397129056,0.265814258644506
486,"23.60,88.25",0,zigzag,23.59929072810688,88.24424473115924,west_bengal,25002175.74784178,14512633.638358405,0.0420894,0.0460185,25002152.17777778,14512607.867998404,25002199.31790578,14512659.408718403,0.0,606.3722000000001,47.140128,657.91292,23.601282918674865,88.24051098098758,0.4403452426623705
487,"22.66,88.48",0,zigzag,22.65971391057725,88.47837387065881,west_bengal,25023998.165315557,14607864.611428017,0.0371687,0.0594833,25023977.350843556,14607831.300780017,25024018.979787555,14607897.922076017,387.619288,555.5853520000001,429.248232,622.206648,22.659661105944924,88.48845190448762,1.0358140744400137
488,"22.06,87.19",0,fcbk,22.05805631653066,87.19137801685335,west_bengal,24904041.45736889,14668502.295245994,0.0503576,0.0427876,24904013.25711289,14668478.334189994,24904069.657624893,14668526.256301994,660.240224,731.5125439999999,716.640736,779.434656,21.98155968355494,87.24093453140254,9.895918427860986
489,"23.09,88.47",0,zigzag,23.09168921129284,88.47508864917754,west_bengal,25023691.96048,14564164.464386748,0.0524373,0.0306561,25023662.595592,14564147.296970747,25023721.325368,14564181.631802749,1004.931592,371.674184,1063.661368,406.009016,23.09222532860582,88.47549557113649,0.07254775102338748
490,"23.09,88.47",1,zigzag,23.08732823498808,88.4727376607895,west_bengal,25023472.83248,14564606.333506748,0.0297477,0.0566306,25023456.173768003,14564574.620370748,25023489.491192,14564638.046642749,798.509768,798.997584,831.8271919999999,862.423856,23.088969130745728,88.47598321647645,0.3789410283997043
491,"24.28,88.42",0,zigzag,24.28227197036013,88.42271920375822,west_bengal,25018810.774382222,14442982.211492805,0.0249914,0.0542365,25018796.77919822,14442951.839052806,25018824.769566223,14443012.583932804,799.4529759999999,297.3138,827.4433439999999,358.05868,24.287225118018068,88.42290616531372,0.5489505431814485
492,"23.58,88.45",0,zigzag,23.57906281538108,88.45074415721892,west_bengal,25021422.889368888,14514690.926938584,0.0674698,0.0327255,25021385.10628089,14514672.600658584,25021460.672456887,14514709.253218584,591.577392,636.98348,667.1435680000001,673.63604,23.59633434666884,88.44613143749235,1.9699560294637144
493,"22.92,87.76",0,fcbk,22.917632176110583,87.7566585443497,west_bengal,24956729.42131556,14581789.42334209,0.0274819,0.0566971,24956714.03145156,14581757.672966093,24956744.81117956,14581821.17371809,233.163896,767.862424,263.943624,831.3631760000001,22.92944073876001,87.7557017086029,1.3113932764447347
494,"22.51,88.76",0,zigzag,22.51033249098766,88.76052508811946,west_bengal,25050296.56487111,14622944.436344637,0.0757248,0.0469646,25050254.15898311,14622918.136168636,25050338.97075911,14622970.736520637,566.535872,500.153584,651.3476479999999,552.7539360000001,22.512403747967834,88.75559951000221,0.556270183319276
495,"21.74,87.66",0,zigzag,21.74140117928189,87.66346076545717,west_bengal,24948042.758720003,14700312.20931333,0.0553167,0.0580887,24948011.781368,14700279.679641329,24948073.736072004,14700344.73898533,851.5893679999999,386.870008,913.544072,451.929352,21.749190623974755,87.69171891918184,3.047767499299146
496,"23.60,87.55",0,fcbk,23.597625791056675,87.54848359146116,west_bengal,24937326.10936889,14512802.983478405,0.0584857,0.0380988,24937293.35737689,14512781.648150405,24937358.86136089,14512824.318806404,385.908488,780.152352,451.412472,822.823008,23.596060620181778,87.5184610488892,3.0691873807304417
497,"22.13,88.59",0,zigzag,22.13169200213883,88.5909897222519,west_bengal,25034494.72346667,14661094.974566087,0.0666905,0.0286634,25034457.376786668,14661078.923062088,25034532.07014667,14661111.026070086,614.9021200000001,373.699536,689.5954800000001,405.802544,22.141913861553554,88.58145138835906,1.499809854570044
498,"22.32,88.59",0,zigzag,22.323848751424347,88.59378307857513,west_bengal,25034755.08314667,14641746.84530659,0.0362963,0.0677372,25034734.75721867,14641708.91247459,25034775.409074668,14641784.778138593,892.282552,134.278368,932.934408,210.144032,22.335678639996413,88.59902044353484,1.416747819254739
499,"23.64,87.17",0,fcbk,23.63806914068136,87.17321806030279,west_bengal,24902348.826737784,14508688.775594871,0.0791175,0.0440167,24902304.520937786,14508664.126242872,24902393.132537782,14508713.42494687,815.6391600000001,731.804248,904.25076,781.1029520000001,23.624821572367832,87.14573795185089,3.16471514824804
500,"23.58,87.41",0,zigzag,23.576814108875634,87.41173610248566,west_bengal,24924580.319591112,14514919.613018584,0.0422627,0.0214063,24924556.652479112,14514907.625490583,24924603.986703116,14514931.600546584,698.149368,872.008312,745.483592,895.983368,23.6122588396704,87.44057977428439,4.906881260555481
501,"25.36,87.95",0,zigzag,25.3647129131728,87.94617887783052,west_bengal,24974393.996711116,14331818.319284713,0.0292931,0.0626931,24974377.592575114,14331783.211148713,24974410.40084711,14331853.427420711,187.441464,38.7618,220.249736,108.978072,25.36627825047689,87.94643395977022,0.17529578487503586
502,"22.57,88.93",0,fcbk,22.57140938248465,88.93576337623598,west_bengal,25066629.95715556,14616780.793725936,0.040741,0.0680835,25066607.14219556,14616742.666965935,25066652.77211556,14616818.920485936,1074.37064,379.61308,1120.0005600000002,455.8666,22.57136114872712,88.93471207857132,0.10825085248666587
503,"22.57,88.93",1,fcbk,22.57174403353275,88.92679667167668,west_bengal,25065794.19971556,14616747.014525937,0.0753162,0.0347503,25065752.02264356,14616727.554357937,25065836.37678756,14616766.474693935,219.251088,364.500472,303.605232,403.420808,22.569538217662355,88.92710188560487,0.24627632772691696
504,"22.57,88.93",2,fcbk,22.573519445834943,88.93553448982243,west_bengal,25066608.62339556,14616567.805565936,0.0458306,0.0716864,25066582.95825956,14616527.661181934,25066634.28853156,14616607.949949935,1050.1867040000002,164.60729600000002,1101.516976,244.896064,22.57140938248465,88.93576337623598,0.23484703451775057
505,"22.57,88.93",3,fcbk,22.569538217662355,88.92710188560487,west_bengal,25065822.64771556,14616969.664925937,0.0798655,0.0387724,25065777.92303556,14616947.952381937,25065867.37239556,14616991.377469936,245.15148,584.898496,334.60084,628.323584,22.57174403353275,88.92679667167668,0.24627632772691696
506,"23.75,87.91",0,zigzag,23.74818965295901,87.913048846817,west_bengal,24971306.054008886,14497480.020589896,0.027657,0.0586254,24971290.566088885,14497447.190365896,24971321.541928887,14497512.850813895,828.6852,711.517296,859.6610400000001,777.177744,23.75485607036191,87.91772544727333,0.8788871835881643
507,"22.62,88.64",0,fcbk,22.622618541619623,88.64017954750064,west_bengal,25039079.547484446,14611610.859331667,0.0711764,0.0402162,25039039.688700445,14611588.338259667,25039119.406268448,14611633.380403668,536.876256,273.071568,616.5938239999999,318.113712,22.62317134192604,88.63743190116882,0.28902930819685074
508,"22.62,88.64",2,zigzag,22.62317134192604,88.63743190116882,west_bengal,25038823.448284443,14611555.039651668,0.0337272,0.0595624,25038804.561052445,14611521.684707668,25038842.33551644,14611588.394595668,301.748608,206.418016,339.523072,273.127904,22.62347951335048,88.63525650482177,0.22622996688123945
509,"25.25,88.78",0,zigzag,25.253920542465444,88.78203381824491,west_bengal,25052301.32382222,14343241.38423621,0.0666103,0.0296508,25052264.022054218,14343224.77978821,25052338.62559022,14343257.988684207,712.2638320000001,139.36563199999998,786.867368,172.574528,25.25817339854959,88.78329121551508,0.48784928170104835
510,"22.73,88.76",0,fcbk,22.73349426734706,88.75562758216854,west_bengal,25049840.08423111,14600410.54756164,0.0313639,0.0802086,25049822.52044711,14600365.63074564,25049857.648015108,14600455.46437764,134.897336,161.96510399999997,170.024904,251.798736,22.72447583694642,88.72030196952815,3.763780296336435
511,"25.49,88.01",0,zigzag,25.486857775533483,88.0054217790604,west_bengal,24979915.835324448,14319212.630041998,0.0369465,0.0638072,24979895.145284448,14319176.89801,24979936.525364447,14319248.362073995,112.58884,848.7230079999999,153.96892,920.187072,25.49082666259748,88.00336702632907,0.48579483624993547
512,"25.39,87.96",0,zigzag,25.39384331445121,87.96229853725437,west_bengal,24975896.45786667,14328813.140325664,0.0708461,0.0377323,24975856.78405067,14328792.010237666,24975936.131682668,14328834.270413663,734.565384,142.340632,813.9130160000001,184.600808,25.40295020753563,87.96082822322848,1.0196414768473667
513,"22.71,88.85",0,fcbk,22.710002915271232,88.84596114253999,west_bengal,25058259.78231111,14602784.325549245,0.0368422,0.0797442,25058239.15067911,14602739.668797243,25058280.413943112,14602828.982301245,162.919568,515.048688,204.182832,604.3621919999999,22.71149378571264,88.84706602897646,0.20035838008404042
514,"22.71,88.85",1,fcbk,22.709582572423752,88.84804580173494,west_bengal,25058454.08663111,14602826.797069244,0.0859084,0.0363486,25058405.97792711,14602806.441853244,25058502.195335116,14602847.152285244,329.746816,581.821744,425.964224,622.5321759999999,22.710002915271232,88.84596114253999,0.21917870751498322
515,"22.71,88.85",2,fcbk,22.71149378571264,88.84706602897646,west_bengal,25058362.76519111,14602633.686669243,0.0398911,0.0855425,25058340.42617511,14602585.782869244,25058385.104207117,14602681.590469245,264.195064,361.1627600000001,308.873096,456.97036,22.710002915271232,88.84596114253999,0.20035838008404042
516,"22.72,86.90",0,fcbk,22.71929800118136,86.8943995274925,west_bengal,24876361.055905774,14601845.11499843,0.064185,0.0491871,24876325.11230578,14601817.57022243,24876396.999505777,14601872.65977443,2.054528,603.390424,73.94172800000001,658.479976,22.71196084396353,86.89767417373656,0.8794119680395115
517,"24.29,88.37",0,zigzag,24.28695129786892,88.36623769760135,west_bengal,25013546.316444445,14442503.727293136,0.0588774,0.0614756,25013513.345100444,14442469.300957136,25013579.287788447,14442538.153629135,176.356656,837.327904,242.299344,906.180576,24.28232694456637,88.36833193378449,0.5545816764952135
518,"22.86,87.85",0,zigzag,22.85851359752708,87.84763796863551,west_bengal,24965209.318275552,14587770.59372128,0.0289859,0.0621885,24965193.086171556,14587735.76816128,24965225.550379552,14587805.41928128,323.610616,675.52548,356.07482400000004,745.1766,22.851194616986483,87.84541757125862,0.841944770719214
519,"24.18,88.54",0,zigzag,24.177430365988897,88.5386953546524,west_bengal,25029620.535128888,14453698.165970586,0.0382398,0.0586254,25029599.12084089,14453665.335746586,25029641.949416887,14453730.996194586,416.983952,789.708976,459.812528,855.369424,24.174842120782387,88.52743957958221,1.1791113188636129
520,"22.10,88.23",0,zigzag,22.09922663555464,88.22446535877225,west_bengal,25000332.176714662,14664361.27753522,0.0711245,0.0390451,25000292.346994665,14664339.41227922,25000372.006434668,14664383.14279122,4.304328000000004,615.933304,83.963768,659.6638160000001,22.09242986923371,88.22556093978883,0.7610606882248782
521,"24.29,88.42",0,zigzag,24.287225118018068,88.42290616531372,west_bengal,25018828.200462226,14442475.727293136,0.0688156,0.0394287,25018789.66372622,14442453.647221137,25018866.737198222,14442497.807365136,792.337504,821.674168,869.4109759999999,865.8343120000001,24.28227197036013,88.42271920375822,0.5489505431814485
522,"23.50,88.55",0,zigzag,23.49762353257386,88.54837564907075,west_bengal,25030522.803964447,14522970.540808126,0.049171,0.0580007,25030495.268204447,14522938.060416128,25030550.339724448,14523003.021200126,381.06376,769.053208,436.13528,834.013992,23.50714694078258,88.5681328237533,2.2769940554122527
523,"22.67,88.89",0,fcbk,22.67072566902389,88.89558982486729,west_bengal,25062885.51077334,14606752.343083853,0.069414,0.0545914,25062846.63893334,14606721.771899853,25062924.38261334,14606782.914267853,1042.1376,456.12817600000005,1119.88128,517.270544,22.67009323826744,88.89429772182463,0.15012612521718238
524,"22.67,88.89",1,fcbk,22.66885751838835,88.89100927276617,west_bengal,25062458.572373334,14606941.046283852,0.0737516,0.0632172,25062417.271477334,14606905.644651853,25062499.87326934,14606976.447915852,612.770144,640.0009279999999,695.371936,710.804192,22.67009323826744,88.89429772182463,0.3646091480735053
525,"22.67,88.89",2,zigzag,22.67211401716748,88.88601575660711,west_bengal,25061993.14293334,14606612.103403851,0.0565407,0.089602,25061961.480141334,14606561.926283851,25062024.80572534,14606662.280523852,156.978808,296.28256,220.304392,396.6368,22.6712796062504,88.88428818359371,0.20014702763448688
526,"24.10,88.23",0,zigzag,24.097412830476795,88.23248766174315,west_bengal,25001079.909546666,14461870.90655292,0.0590637,0.0475586,25001046.833874665,14461844.27373692,25001112.985218663,14461897.53936892,758.791208,797.532624,824.942552,850.7982559999999,24.09305655057965,88.23388281383514,0.5029202425866635
527,"22.40,87.23",0,zigzag,22.405354231157222,87.23574827175143,west_bengal,24908177.064871117,14633532.079000829,0.0429927,0.0360905,24908152.988959115,14633511.868320828,24908201.140783112,14633552.28968083,1071.701848,-5.599999999772454e-05,1119.8536720000002,40.42130399999999,22.401293986869263,87.22192665691374,1.492511403688429
528,"22.18,88.55",0,zigzag,22.18020857770081,88.55564911327362,west_bengal,25031200.739964444,14656212.37450423,0.0387586,0.0739231,25031179.03514845,14656170.977568232,25031222.444780443,14656253.77144023,1064.830704,497.608664,1108.240336,580.402536,22.179060044561563,88.56058437652588,0.524630378158636
529,"22.18,88.55",1,zigzag,22.17708613325728,88.54599836902617,west_bengal,25030301.225404445,14656526.661064232,0.0287812,0.078053,25030285.107932445,14656482.951384231,25030317.34287645,14656570.370744232,170.90348799999998,809.58248,203.138432,897.0018399999999,22.173321453058584,88.54326949005123,0.5029840469116339
530,"23.11,88.15",0,zigzag,23.10961481428121,88.14533657150272,west_bengal,24992956.839182224,14562348.029980686,0.0416056,0.0611073,24992933.540046223,14562313.809892686,24992980.138318226,14562382.250068683,102.037824,564.814152,148.63609599999998,633.254328,23.10680821468256,88.1821547622681,3.784463997778509
531,"22.67,88.88",0,fcbk,22.66920645761768,88.88273334693905,west_bengal,25061687.200177774,14606905.799883854,0.0920285,0.0638176,25061635.664217774,14606870.062027851,25061738.736137774,14606941.537739854,763.2304399999999,604.418304,866.30236,675.894016,22.6712796062504,88.88428818359371,0.2797134525527191
532,"22.67,88.88",1,fcbk,22.6712796062504,88.88428818359371,west_bengal,25061832.12145777,14606696.389003852,0.0581006,0.0892269,25061799.585121773,14606646.421939852,25061864.65779377,14606746.356067851,927.151344,380.778216,992.224016,480.712344,22.67211401716748,88.88601575660711,0.20014702763448688
533,"22.67,88.90",0,fcbk,22.66864384118216,88.90593466854097,west_bengal,25063849.72008889,14606962.629803851,0.0122302,0.0832174,25063842.87117689,14606916.028059851,25063856.56900089,14607009.231547851,1106.302288,650.384336,1120.0001120000002,743.5878240000001,22.666853800565004,88.90671569385529,0.2138625444782815
534,"22.67,88.90",1,fcbk,22.672531614336258,88.90065027389527,west_bengal,25063357.17880889,14606569.920843853,0.0427473,0.0703758,25063333.24032089,14606530.510395853,25063381.11729689,14606609.331291853,596.671432,264.866672,644.5484080000001,343.68756799999994,22.673995905331022,88.90089972019197,0.16416861615973805
535,"22.67,88.90",2,fcbk,22.673995905331022,88.90089972019197,west_bengal,25063380.42888889,14606422.008043854,0.0758301,0.050935,25063337.96403289,14606393.484443853,25063422.89374489,14606450.531643854,601.3951440000001,127.84072,686.324856,184.88792,22.672531614336258,88.90065027389527,0.16416861615973805
536,"22.67,88.90",3,fcbk,22.67135126677461,88.89871900272374,west_bengal,25063177.171288893,14606689.150443854,0.0750957,0.0622487,25063135.11769689,14606654.291171854,25063219.224880893,14606724.009715851,398.548808,388.647448,482.655992,458.365992,22.672531614336258,88.90065027389527,0.23764959609247815
537,"22.67,88.90",5,fcbk,22.67009323826744,88.89429772182463,west_bengal,25062765.07804089,14606816.225643853,0.0509093,0.0367911,25062736.56883289,14606795.622627852,25062793.58724889,14606836.828659851,-5.599999999772454e-05,529.978904,57.01836,571.184936,22.67072566902389,88.89558982486729,0.15012612521718238
538,"22.67,88.90",6,fcbk,22.667146904987945,88.90250764484406,west_bengal,25063530.29832889,14607113.834283851,0.0461715,0.0720906,25063504.44228889,14607073.463547854,25063556.15436889,14607154.205019852,767.8734,807.819824,819.58548,888.561296,22.669974021006624,88.90288286571504,0.3154390738897787
539,"22.67,88.90",7,fcbk,22.669974021006624,88.90288286571504,west_bengal,25063565.27144889,14606828.267883852,0.0645081,0.0571009,25063529.14691289,14606796.291379852,25063601.39598489,14606860.244387852,792.578024,530.647656,864.8270960000001,594.6006639999999,22.667146904987945,88.90250764484406,0.3154390738897787
540,"23.29,88.35",0,zigzag,23.28656237902461,88.3500412639618,west_bengal,25012036.699413337,14544404.555427512,0.0510271,0.0802814,25012008.124237336,14544359.597843513,25012065.274589337,14544449.513011511,535.2709040000001,863.872016,592.4212560000001,953.787184,23.280876799242865,88.34617545318605,0.7435723617508182
541,"23.71,88.30",0,zigzag,23.71441767370891,88.29682037982943,west_bengal,25007076.15347556,14500918.549463509,0.0617706,0.0304717,25007041.56193956,14500901.485311506,25007110.74501156,14500935.613615507,229.046384,93.21172,298.229456,127.340024,23.717251412601307,88.29630376319885,0.3182390413533193
542,"25.46,87.90",0,zigzag,25.45817550670893,87.90563509025573,west_bengal,24970615.041813336,14322173.868278095,0.0335645,0.0533347,24970596.245693337,14322144.000846095,24970633.83793333,14322203.735710096,1066.43236,718.4773680000001,1104.0246,778.212232,25.45062508085257,87.90447336643214,0.8445552084095899
543,"26.35,89.12",0,zigzag,26.34747714239487,89.12475534114839,west_bengal,25084245.28503111,14230026.2239375,0.0277376,0.0576146,25084229.75197511,14229993.9597615,25084260.81808711,14230058.4881135,987.696864,790.1451040000001,1018.762976,854.673456,26.366018043046815,89.11223775882719,2.4043374900972627
544,"22.31,88.09",0,zigzag,22.313454546776768,88.08862654933934,west_bengal,24987671.08200889,14642794.110039566,0.0687108,0.0288163,24987632.60396089,14642777.972911566,24987709.56005689,14642810.247167565,393.5070720000001,195.818392,470.463168,228.092648,22.311388370026755,88.08829143886571,0.2313877239993614
545,"22.31,88.09",1,zigzag,22.311388370026755,88.08829143886571,west_bengal,24987639.847448893,14643002.277719565,0.0280999,0.0622298,24987624.111504894,14642967.429031564,24987655.58339289,14643037.126407566,385.014616,385.274512,416.486504,454.971888,22.313454546776768,88.08862654933934,0.2313877239993614
546,"24.61,88.00",0,zigzag,24.6053580196721,88.00206073474887,west_bengal,24979602.563288894,14409903.417231183,0.0576832,0.0257983,24979570.26069689,14409888.970183184,24979634.86588089,14409917.864279184,719.771808,1021.436472,784.376992,1050.330568,24.59921608211622,88.00190287666322,0.6805117996189015
547,"23.61,87.07",0,zigzag,23.613177851558056,87.070769499588,west_bengal,24892799.92878222,14511221.058792152,0.0263441,0.0690529,24892785.17608622,14511182.389168153,24892814.68147822,14511259.728416154,616.969864,198.070376,646.4752560000001,275.409624,23.619169256518656,87.0536229253769,1.871422523550926
548,"22.75,88.47",0,zigzag,22.74982143355588,88.46805892353058,west_bengal,25023036.74256,14598760.463303782,0.0274276,0.0545891,25023021.383104,14598729.893407784,25023052.102016,14598791.033199782,363.719104,547.4777839999999,394.438016,608.617576,22.749852461625476,88.47119736385349,0.3223690550874515
549,"22.75,88.47",1,zigzag,22.749852461625476,88.47119736385349,west_bengal,25023329.2664,14598757.327303782,0.050364,0.0207171,25023301.062560003,14598745.725727782,25023357.47024,14598768.928879784,643.39856,563.3101040000001,699.80624,586.5132560000001,22.74982143355588,88.46805892353058,0.3223690550874515
550,"23.79,88.39",0,zigzag,23.79224342309583,88.39085445480346,west_bengal,25015840.76451556,14492993.299872922,0.0573541,0.0217678,25015808.646219555,14492981.109904924,25015872.88281156,14493005.48984092,607.522664,319.288592,671.7592559999999,343.668528,23.7812759173589,88.41507823554991,2.751503238336986
551,"23.94,88.48",0,zigzag,23.937612954693407,88.47997009143828,west_bengal,25024146.943875555,14478177.114961874,0.0714133,0.0402903,25024106.952427555,14478154.552393874,25024186.935323555,14478199.677529871,517.220872,780.8660719999999,597.203768,825.991208,23.937341054508888,88.48758626251217,0.7759175018895921
552,"23.24,88.35",0,zigzag,23.237610520868262,88.35312259082797,west_bengal,25012323.899893336,14549370.926101103,0.0688945,0.0596344,25012285.318973336,14549337.530837106,25012362.480813336,14549404.321365103,812.4656399999999,768.985056,889.62748,835.775584,23.23860270573429,88.35222932338714,0.1429383946773947
553,"23.24,88.35",1,zigzag,23.24063389029305,88.35028072471619,west_bengal,25012059.018773336,14549064.245461106,0.0281904,0.0586503,25012043.232149336,14549031.401293106,25012074.80539733,14549097.089629106,570.378816,462.855512,601.952064,528.543848,23.241549150971053,88.35047057018285,0.10320793621031268
554,"23.24,88.35",2,zigzag,23.23860270573429,88.35222932338714,west_bengal,25012240.64133333,14549270.282901106,0.0531982,0.0569253,25012210.85034133,14549238.404733106,25012270.432325333,14549302.161069106,737.997008,669.8589519999999,797.5789920000001,733.615288,23.237610520868262,88.35312259082797,0.1429383946773947
555,"23.24,88.35",3,zigzag,23.241549150971053,88.35047057018285,west_bengal,25012076.713653337,14548971.403061103,0.0362058,0.0480132,25012056.43840534,14548944.515669106,25012096.988901336,14548998.290453104,583.585072,375.969888,624.135568,429.744672,23.24063389029305,88.35028072471619,0.10320793621031268
556,"22.12,87.69",0,fcbk,22.12114314873187,87.68609511222839,west_bengal,24950152.432746667,14662156.36499788,0.0575437,0.0609085,24950120.208274662,14662122.25623788,24950184.65721867,14662190.473757878,163.813608,410.8762,228.262552,479.09372,22.13209067846471,87.69554986076356,1.555965907093129
557,"26.33,89.54",0,zigzag,26.32511176466954,89.54053191337589,west_bengal,25122998.470364448,14232352.25755328,0.0367183,0.0665096,25122977.90811645,14232315.01217728,25123019.032612447,14232389.50292928,589.015672,1031.1002239999998,630.140168,1105.590976,26.326436125479365,89.54038697280886,0.14744176372011336
558,"26.33,89.54",1,zigzag,26.326436125479365,89.54038697280886,west_bengal,25122984.960924447,14232214.534513282,0.0394152,0.054277,25122962.88841245,14232184.13939328,25123007.033436447,14232244.929633282,573.995968,900.2274400000001,618.1409920000001,961.01768,26.32511176466954,89.54053191337589,0.14744176372011336
559,"22.50,88.84",0,fcbk,22.5039716661754,88.84150550975804,west_bengal,25057844.48723556,14623586.189391106,0.0401339,0.0766194,25057822.01225156,14623543.282527106,25057866.96221956,14623629.096255109,677.8486959999999,116.400816,722.798664,202.214544,22.516428893727035,88.85533523559572,1.981835072535501
560,"23.53,87.86",0,zigzag,23.535273256826265,87.86087289981847,west_bengal,24966442.90327112,14519143.47749164,0.0242247,0.0426998,24966429.33743912,14519119.565603642,24966456.46910312,14519167.38937964,627.7943280000001,0.0,654.925992,47.823776,23.537013420280985,87.86181282653814,0.21530256255420865
561,"23.53,87.86",1,zigzag,23.534914733913272,87.857598374939,west_bengal,24966137.69543112,14519179.926211642,0.0273736,0.0595722,24966122.36621512,14519146.56577964,24966153.02464712,14519213.286643645,320.823104,27.000176000000003,351.481536,93.72104,23.535273256826265,87.86087289981847,0.33672407024050727
562,"23.84,88.30",0,fcbk,23.840124440478693,88.29436531589512,west_bengal,25006847.32493156,14488115.062228251,0.0561709,0.0256917,25006815.86922756,14488100.67487625,25006878.78063556,14488129.449580252,3.3536719999999995,532.932008,66.26508,561.706712,23.82230524362396,88.28954160232544,2.033850339992524
563,"22.92,86.89",0,fcbk,22.9171493315211,86.8926129436493,west_bengal,24876194.534222223,14581838.28446209,0.0645523,0.0308367,24876158.384934224,14581821.01591009,24876230.68351022,14581855.55301409,767.394712,831.2053679999999,839.693288,865.742472,22.908214164984148,86.9137092264175,2.3797112305917345
564,"23.42,88.35",0,zigzag,23.41661792311993,88.35549874134064,west_bengal,25012545.373173334,14531200.990609815,0.0446228,0.0501801,25012520.384405334,14531172.889753817,25012570.361941334,14531229.091465816,1047.531072,875.428904,1097.508608,931.630616,23.383669257944547,88.3610505727768,3.6929172985933363
565,"22.37,87.95",0,zigzag,22.366792846561584,87.95588579826351,west_bengal,24975298.74727111,14637419.199353715,0.0191284,0.0602261,24975288.03536711,14637385.472737717,24975309.45917511,14637452.925969718,1097.884256,849.5244240000001,1119.308064,916.977656,22.36679754705224,87.95609808025365,0.021870071033719775
566,"22.68,88.89",0,zigzag,22.677513127786437,88.89577920169835,west_bengal,25062903.16197334,14606066.715501416,0.0358708,0.0722601,25062883.074325334,14606026.249845415,25062923.24962134,14606107.181157416,1078.572992,770.7514639999999,1118.748288,851.682776,22.676038540862677,88.89343097705846,0.29137323751480254
567,"22.68,88.89",1,zigzag,22.676038540862677,88.89343097705846,west_bengal,25062684.29157334,14606215.672141418,0.0587609,0.0869668,25062651.38546934,14606166.970733415,25062717.197677337,14606264.37354942,846.884136,911.472352,912.696344,1008.875168,22.677513127786437,88.89577920169835,0.29137323751480254
568,"23.40,87.66",0,zigzag,23.394946559875176,87.66168498516086,west_bengal,24947877.244000003,14533402.020867504,0.031294,0.061368,24947859.71936,14533367.654787503,24947894.768640004,14533436.386947503,699.52736,1038.84928,734.57664,1107.58144,23.396647166326325,87.65166752548218,1.041173135052308
569,"22.13,87.70",0,zigzag,22.13209067846471,87.69554986076356,west_bengal,24951033.679182224,14661054.859526088,0.0704938,0.0478606,24950994.202654224,14661028.057590086,24951073.155710224,14661081.661462087,105.740432,322.834064,184.693488,376.437936,22.14110268402872,87.70413547178265,1.334292349255256
570,"22.15,87.87",0,zigzag,22.15326179408109,87.87371922397614,west_bengal,24967640.267466668,14658924.446612343,0.0518731,0.0747419,24967611.21853067,14658882.591148345,24967669.316402663,14658966.302076343,877.6078640000001,189.894936,935.705736,273.605864,22.148460281836343,87.87466938858032,0.540640994433809
571,"22.15,87.87",1,zigzag,22.148460281836343,87.87466938858032,west_bengal,24967728.829226665,14659407.642612344,0.0268018,0.055348,24967713.820218664,14659376.647732344,24967743.838234667,14659438.637492344,980.209552,683.9515200000001,1010.227568,745.94128,22.147041794129866,87.8778719379425,0.3657983672718721
572,"23.74,86.98",0,fcbk,23.74288215571128,86.98355838584902,west_bengal,24884671.263822224,14498020.467916047,0.0692067,0.026404,24884632.508070223,14498005.681676049,24884710.019574225,14498035.25415605,852.909848,251.74128,930.421352,281.31376,23.744119962007183,86.98819850482937,0.4925352370363554
