,parent,line_id,class,lat,lon,state,x_c,y_c,w,h,top_left_x,top_left_y,bottom_right_x,bottom_right_y,local_top_left_x,local_top_left_y,local_bottom_right_x,local_bottom_right_y,closest_hospital_long,closest_hospital_lat,dist,distance_km
5518,"25.97,81.71",0,fcbk,25.971089503083387,81.71527768955232,uttar_pradesh,24393631.912764445,14269111.63248428,0.0814894,0.0521608,24393586.278700445,14269082.422436282,24393677.546828445,14269140.84253228,1006.282256,417.834592,1097.550384,476.254688,81.716732,25.981131,0.01014626429798511,1.1219652942132472
5519,"29.50,77.69",1,zigzag,29.496682325972028,77.68956979255678,uttar_pradesh,24018408.740871117,13897760.690530725,0.0535833,0.0670916,24018378.734223112,13897723.119234724,24018438.747519117,13897798.261826726,489.895112,877.7139840000001,549.908408,952.856576,77.688558,29.49366,0.003187189743200359,0.34907862367354164
5520,"29.50,77.69",3,zigzag,29.497048822389768,77.68611783504485,uttar_pradesh,24018086.99511111,13897721.443490723,0.0678857,0.0766931,24018048.97911911,13897678.495354723,24018125.011103112,13897764.391626723,160.140008,833.090104,236.171992,918.986376,77.688558,29.49366,0.004175945665083512,0.443947622405837
5521,"29.50,77.69",4,zigzag,29.496551224896688,77.68428703693391,uttar_pradesh,24017916.352359112,13897774.729730723,0.0491307,0.0696538,24017888.83916711,13897735.723602723,24017943.865551118,13897813.735858724,5.600000000161032e-05,890.318352,55.02644,968.330608,77.688558,29.49366,0.005157548537352863,0.5236717454226999
5522,"29.21,77.30",0,zigzag,29.205460220854945,77.29620075950619,uttar_pradesh,23981744.089564443,13928902.150662838,0.0985043,0.0766704,23981688.92715644,13928859.215238838,23981799.251972444,13928945.086086838,150.722712,1001.838656,261.047528,1087.7095040000002,77.300359,29.218383,0.013575315275756486,1.4883297911755218
5523,"25.62,81.41",0,zigzag,25.61768094609578,81.41030410842893,uttar_pradesh,24365206.31473778,14305697.097978236,0.0476713,0.0458923,24365179.61880978,14305671.398290236,24365233.010665774,14305722.797666237,561.649032,774.018392,615.040888,825.4177679999999,81.40824,25.62392,0.006571631245443195,0.7215976161745721
5524,"28.84,77.38",0,zigzag,28.839711610531403,77.37608524684904,uttar_pradesh,23989189.863448888,13967887.99541274,0.0574149,0.0847982,23989157.71110489,13967840.50842074,23989222.015792888,13967935.48240474,162.966216,543.198768,227.270904,638.1727520000001,77.38585,28.83719,0.010085084222319693,0.9930797459403419
5525,"29.58,77.70",0,zigzag,29.58026721074819,77.7014259378433,uttar_pradesh,24019513.813706663,13888806.144896995,0.0880499,0.0583042,24019464.505762663,13888773.494544998,24019563.121650662,13888838.795248996,643.599096,498.711248,742.214984,564.0119520000001,77.68708,29.59433,0.020089001322731406,2.088446388145552
5526,"29.58,77.70",1,zigzag,29.57931952378733,77.70313620529171,uttar_pradesh,24019673.222186662,13888907.713216996,0.0756025,0.0533522,24019630.884786665,13888877.835984996,24019715.559586667,13888937.590448996,809.97812,603.052688,894.65292,662.807152,77.68708,29.59433,0.021979902740934237,2.277763786542399
5527,"26.61,83.86",0,zigzag,26.611638251261084,83.85813633251186,uttar_pradesh,24593360.814488888,14202518.893710656,0.053758,0.0594272,24593330.71000889,14202485.614478655,24593390.91896889,14202552.172942655,356.18912000000006,355.933088,416.39808,422.491552,83.839965,26.597751,0.022870353579359372,2.37551890793013
5528,"26.20,83.61",0,fcbk,26.20171815184016,83.61086091957091,uttar_pradesh,24570313.07552,14245177.321243595,0.0267882,0.0569657,24570298.074128,14245145.420451596,24570328.076912,14245209.222035598,625.242128,349.61712800000004,655.244912,413.418712,83.607567,26.219475,0.018059777482326393,1.9946545747905853
5529,"29.40,77.40",0,zigzag,29.40102671878397,77.39997227840423,uttar_pradesh,23991416.29616,13907999.324615922,0.0568004,0.0876475,23991384.487936,13907950.242015922,23991448.104384,13908048.40721592,525.607936,401.0734,589.2243840000001,499.2386,77.400912,29.415864,0.014867010141957314,1.6471287874909122
5530,"29.40,77.40",1,zigzag,29.398997558622277,77.40247939453124,uttar_pradesh,23991649.97632,13908216.414215922,0.0688327,0.0848995,23991611.430008,13908168.870495925,23991688.522632003,13908263.957935922,752.5500079999999,619.7018800000001,829.6426319999999,714.78932,77.39553,29.384453,0.01611949967796032,1.747592975674332
5531,"27.83,80.77",0,zigzag,27.82832728803055,80.76826198692319,uttar_pradesh,24305363.651662223,14074988.934582593,0.0589746,0.0570988,24305330.625886224,14074956.95925459,24305396.677438226,14075020.909910591,364.979664,704.322752,431.031216,768.273408,80.757652,27.83918,0.015177390408178915,1.5933839507906138
5532,"27.91,80.84",0,fcbk,27.91277698524885,80.83707636299137,uttar_pradesh,24311777.616391115,14066084.828396332,0.0876394,0.0965728,24311728.53832712,14066030.747628331,24311826.694455117,14066138.909164332,238.41921599999995,213.012352,336.575344,321.173888,80.831629,27.90443,0.009967242663051866,1.069203886704658
5533,"26.40,81.55",0,zigzag,26.40430707990296,81.55559320144653,uttar_pradesh,24378748.23971556,14224113.798767105,0.069065,0.0610035,24378709.56331556,14224079.636807105,24378786.91611556,14224147.960727105,1042.64776,77.63980000000001,1120.0005600000002,145.96372,81.565001,26.413255,0.012983526011282187,1.3652135100280525
5534,"28.91,77.74",0,fcbk,28.90657106854071,77.73640603389742,uttar_pradesh,24022774.19496889,13960771.61090084,0.0161305,0.0151971,24022765.16188889,13960763.10052484,24022783.22804889,13960780.12127684,215.985,916.581624,234.05116,933.602376,77.74882,28.903828,0.012713417298854356,1.2482944860954108
5535,"27.73,80.62",0,fcbk,27.73183633960465,80.61790920047761,uttar_pradesh,24291349.75624889,14085154.156949216,0.0798019,0.0586288,24291305.06718489,14085121.324821215,24291394.44531289,14085186.989077214,320.434296,333.798752,409.812424,399.463008,80.61896,27.73475,0.003097353149975847,0.3390950945575515
5536,"28.04,77.67",0,zigzag,28.03778282008317,77.66652616081237,uttar_pradesh,24016260.91872,14052891.836179197,0.0676298,0.0653907,24016223.046032,14052855.217387196,24016298.791408,14052928.454971194,198.342032,757.518328,274.08740800000004,830.755912,77.666751,28.045729,0.007949360221487234,0.8808740978896674
5537,"25.20,82.88",0,zigzag,25.194763348565477,82.88112519397733,uttar_pradesh,24502296.776124444,14349336.420282263,0.0371602,0.036751,24502275.966412444,14349315.839722265,24502317.585836444,14349357.000842266,644.065968,1078.83832,685.685392,1119.99944,82.8876,25.192194,0.006965964763207922,0.7119709817960729
5538,"25.20,82.88",1,zigzag,25.195193576114463,82.87937506847382,uttar_pradesh,24502133.65260445,14349292.104122264,0.0333433,0.0833531,24502114.980356447,14349245.426386263,24502152.324852444,14349338.781858264,483.079912,1008.424984,520.424408,1101.780456,82.8876,25.192194,0.008754824697097131,0.8931143099693165
5539,"25.20,82.88",2,zigzag,25.199887456940388,82.88501200923918,uttar_pradesh,24502659.053564444,14348808.594522264,0.0281733,0.0542913,24502643.276516445,14348778.191394264,24502674.830612443,14348838.997650264,1011.376072,541.189992,1042.930168,601.996248,82.8876,25.192194,0.008117079269770462,0.8912725381259662
5540,"26.65,82.00",0,fcbk,26.64473031519424,82.00077545967105,uttar_pradesh,24420242.23363556,14199068.52218501,0.0623306,0.0186781,24420207.32849956,14199058.06244901,24420277.13877156,14199078.981921012,597.3729440000001,1099.080584,667.1832159999999,1120.000056,82.012095,26.650633,0.012766114568456867,1.303016577595513
5541,"26.09,82.68",0,zigzag,26.09229471060387,82.68587662982938,uttar_pradesh,24484098.290933333,14256539.010751003,0.021822,0.047467,24484086.07061333,14256512.429231005,24484110.51125333,14256565.592271004,1095.52128,295.26728,1119.96192,348.43032,82.688104,26.085361,0.0072826863597974505,0.799847678727787
5542,"26.68,80.83",0,fcbk,26.68061126078067,80.8311865972519,uttar_pradesh,24311228.65043556,14195326.23555519,0.0605605,0.0719783,24311194.736555558,14195285.92770719,24311262.56431556,14195366.543403191,636.685,455.929432,704.51276,536.545128,80.83795,26.692,0.013245640707003395,1.4301808317354365
5543,"26.68,80.83",1,fcbk,26.67811528278897,80.83451398181919,uttar_pradesh,24311538.78515556,14195586.59747519,0.0535448,0.0532978,24311508.80006756,14195556.75070719,24311568.770243555,14195616.444243187,950.748512,726.752432,1010.718688,786.445968,80.83795,26.692,0.01430355176063742,1.5759603364128245
5544,"26.49,79.69",0,fcbk,26.48954182598776,79.68428823015215,uttar_pradesh,24204329.974686224,14215240.755701909,0.0478827,0.0510361,24204303.160374224,14215212.175485907,24204356.788998224,14215269.335917909,0.8101520000000012,579.1340240000001,54.438776,636.294456,79.698558,26.477316,0.018790879505596915,1.9644568854671531
5545,"28.75,78.54",0,zigzag,28.74653828631299,78.54218015270237,uttar_pradesh,24097877.78629333,13977797.553574136,0.0509929,0.0740276,24097849.23026933,13977756.098118138,24097906.34231733,13977839.009030135,734.6489359999999,886.560864,791.760984,969.471776,78.545428,28.740801,0.006592796546681213,0.7106177255494116
5546,"28.14,79.78",0,zigzag,28.136918835310126,79.77901108283997,uttar_pradesh,24213158.784462225,14042418.218803369,0.0614998,0.0782224,24213124.344574224,14042374.414259369,24213193.224350225,14042462.023347368,433.386352,841.872416,502.266128,929.481504,79.764068,28.133999,0.015225674467841748,1.50322708705483
5547,"27.73,79.42",0,fcbk,27.728366391061822,79.41840363502503,uttar_pradesh,24179547.734222226,14085519.544629214,0.0504735,0.0660566,24179519.46906222,14085482.552933214,24179575.999382224,14085556.536325214,382.94284,695.0268639999999,439.47316,769.0102559999999,79.421143,27.720947,0.007908949626490505,0.8654193425584094
5548,"27.73,79.42",1,fcbk,27.72554164955843,79.42087809085842,uttar_pradesh,24179778.370222226,14085816.983029217,0.0536366,0.0583917,24179748.333726224,14085784.283677217,24179808.40671822,14085849.682381216,611.807504,996.757608,671.880496,1062.156312,79.421143,27.720947,0.004602280023866632,0.5098258135341898
5549,"26.39,80.73",0,fcbk,26.39174495025652,80.72902265453344,uttar_pradesh,24301706.280800004,14225420.977458913,0.0814899,0.0502743,24301660.646456003,14225392.823850911,24301751.915144004,14225449.13106691,423.270456,350.28319200000004,514.539144,406.590408,80.737272,26.415928,0.02555135212708808,2.8029098052429897
5550,"25.01,83.16",1,zigzag,25.0138793612409,83.16417873916629,uttar_pradesh,24528679.278720003,14367954.79075483,0.0418869,0.0437094,24528655.822056003,14367930.31349083,24528702.735384,14367979.26801883,926.030056,136.521616,972.943384,185.476144,83.156564,25.015654,0.00781879756074247,0.7933575614971362
5551,"25.40,83.12",0,fcbk,25.4017527137379,83.11742590503695,uttar_pradesh,24524321.59873778,14327997.057969345,0.0344126,0.0568652,24524302.32768178,14327965.213457342,24524340.86979378,14328028.902481344,300.805904,347.3079680000001,339.34801600000003,410.996992,83.116438,25.387602,0.014185156173055252,1.57074782773505
5552,"26.65,80.64",0,fcbk,26.64846528327613,80.64118127403255,uttar_pradesh,24293518.87072,14198679.029865012,0.0448757,0.0250898,24293493.740328,14198664.979577012,24293544.001112,14198693.08015301,644.9723280000001,705.9977120000001,695.233112,734.098288,80.634952,26.653271,0.007867577022353271,0.8174019802383966
