,parent,line_id,class,lat,lon,state,x_c,y_c,w,h,top_left_x,top_left_y,bottom_right_x,bottom_right_y,local_top_left_x,local_top_left_y,local_bottom_right_x,local_bottom_right_y,closest_hospital_long,closest_hospital_lat,dist,distance_km
376,"22.17,87.82",0,zigzag,22.171508057553616,87.82001923809051,west_bengal,24962635.06600889,14657088.099386368,0.0676606,0.028967,24962597.176072888,14657071.877866369,24962672.95594489,14657104.320906367,523.903184,391.99496,599.683056,424.438,87.835733,22.169,0.01591265741604955,1.6443161825188122
377,"22.17,87.82",1,zigzag,22.17527924786957,87.82425461006164,west_bengal,24963029.83128889,14656708.528138367,0.0222937,0.0511523,24963017.34681689,14656679.882850368,24963042.31576089,14656737.173426367,944.073928,-5.599999999772454e-05,969.042872,57.29052,87.835733,22.169,0.013083668804451705,1.3729388384575603
378,"23.91,88.46",0,zigzag,23.90724093170388,88.45799113960264,west_bengal,25022098.35708444,14481274.032492492,0.0284104,0.0596553,25022082.447260443,14481240.625524491,25022114.26690844,14481307.439460492,356.850816,807.8944720000001,388.670464,874.708408,88.4502,23.9244,0.018845038633519,2.0594026908561247
379,"23.72,88.29",0,zigzag,23.71918468851998,88.29334674282079,west_bengal,25006752.387040004,14500433.244933853,0.0366898,0.0621169,25006731.84075201,14500398.459469851,25006772.933328003,14500468.030397853,851.392752,608.2188560000001,892.485328,677.789784,88.300017,23.728683,0.011606474564149928,1.2527023423604722
380,"23.72,88.29",1,zigzag,23.718417920776435,88.28565878849034,west_bengal,25006035.81776,14500511.306693854,0.0692949,0.0447346,25005997.012616,14500486.255317854,25006074.622904003,14500536.358069854,116.56461600000002,696.0147039999999,194.174904,746.117456,88.300017,23.728683,0.017650214990820264,1.853663092105894
381,"23.14,87.31",0,fcbk,23.139121181912397,87.31228606433865,west_bengal,24915310.904195555,14559357.56706256,0.0433516,0.0568416,24915286.627299555,14559325.735766558,24915335.181091554,14559389.39835856,748.799744,617.2467839999999,797.3535360000001,680.9093760000001,87.317283,23.131883,0.008795489946596608,0.9510444908478749
382,"23.06,88.81",0,zigzag,23.05486120874539,88.80881665916449,west_bengal,25054797.665528893,14567895.553848771,0.0271048,0.066442,25054782.486840893,14567858.34632877,25054812.84421689,14567932.761368772,434.525952,1043.34832,464.883328,1117.76336,88.823167,23.048317,0.015772094033400012,1.639549971754584
383,"21.94,87.26",0,zigzag,21.934504079330445,87.26102017154695,west_bengal,24910532.57665778,14680922.27434487,0.0551725,0.0138528,24910501.68005778,14680914.516776873,24910563.47325778,14680930.03191287,624.1902799999999,1104.485312,685.98348,1120.000448,87.2623203,21.9297661,0.004913123459692087,0.5415547056508629
384,"23.77,87.30",0,fcbk,23.77018534269985,87.30160367088317,west_bengal,24914315.23296,14495240.027287982,0.0315656,0.060268,24914297.556224,14495206.277207982,24914332.909696,14495273.777367985,691.7962239999999,507.37344,727.149696,574.8736000000001,87.306611,23.758402,0.01280314453821503,1.401329414168858
385,"23.81,88.29",0,zigzag,23.812616214829365,88.28544154586794,west_bengal,25006015.56928,14490917.888880117,0.0295813,0.0551022,25005999.003752,14490887.031648114,25006032.134808004,14490948.746112116,118.555752,262.606288,151.68680799999998,324.320752,88.281916,23.825111,0.01298264726961678,1.4297329290020229
386,"23.81,88.29",1,zigzag,23.80593860019553,88.28435636255261,west_bengal,25005914.422864,14491598.184720116,0.0606694,0.0304308,25005880.448000003,14491581.143472116,25005948.397728,14491615.225968117,0.0,956.718112,67.949728,990.800608,88.29905,23.8014,0.01537861740111602,1.5794866188732806
387,"23.84,87.82",0,zigzag,23.84026381762985,87.82295002479549,west_bengal,24962908.235128887,14488100.859508252,0.0290963,0.058842,24962891.94120089,14488067.907988252,24962924.529056888,14488133.811028251,818.668312,500.16512000000006,851.256168,566.06816,87.810083,23.839917,0.012871698005933345,1.311417976332484
388,"23.76,87.11",0,fcbk,23.762186851994624,87.10881656303408,west_bengal,24896346.17212445,14496054.620021556,0.0669147,0.0271246,24896308.69989245,14496039.430245556,24896383.64435645,14496069.809797555,412.223448,322.102704,487.167912,352.48225599999995,87.117347,23.754374,0.011567584498041626,1.2267711145778022
389,"25.32,87.86",0,zigzag,25.32185403047692,87.859495243454,west_bengal,24966314.496391118,14336238.452919489,0.0441258,0.0624733,24966289.785943117,14336203.467871487,24966339.206839114,14336273.437967489,488.242832,333.839912,537.663728,403.810008,87.8485,25.342,0.022951153928236996,2.4911823688826478
390,"23.26,87.12",0,fcbk,23.26075510920007,87.1157150127411,west_bengal,24896989.15424,14547023.03817532,0.0710437,0.0396876,24896949.369768,14547000.81311932,24897028.938712,14547045.26323132,120.825768,461.166944,200.394712,505.617056,87.1109356,23.2625163,0.0050935821563576076,0.5265089077960915
391,"23.96,88.47",0,zigzag,23.95900420944215,88.46483758878709,west_bengal,25022736.4924,14475995.494208096,0.0547261,0.0320616,25022705.845784,14475977.539712096,25022767.139016,14476013.448704096,48.181784,643.611584,109.475016,679.520576,88.466,23.9555,0.003691975574448515,0.405751443997877
392,"23.96,88.47",1,zigzag,23.956986689863623,88.46989006290437,west_bengal,25023207.41712,14476201.269568097,0.0566424,0.0522343,25023175.697376,14476172.018360095,25023239.136864003,14476230.520776097,518.033376,838.0902319999999,581.472864,896.592648,88.4672,23.9544,0.0037319435794240853,0.3962989471173558
393,"24.15,88.51",0,zigzag,24.152025869227405,88.50813499870297,west_bengal,25026772.10350222,14456293.45602557,0.0504209,0.0700096,25026743.86779822,14456254.250649571,25026800.339206222,14456332.66140157,357.933576,313.85670400000004,414.404984,392.267456,88.5213699,24.1487389,0.01363696370325506,1.3935035002972491
394,"23.66,87.10",0,zigzag,23.660429694001724,87.09429780473707,west_bengal,24894992.92576889,14506413.542966062,0.0509229,0.041653,24894964.408944886,14506390.21728606,24895021.442592885,14506436.868646065,5.600000000161032e-05,492.9484,57.033704,539.5997600000001,87.087748,23.658802,0.00674902436333506,0.6920862194208921
395,"22.29,88.11",0,zigzag,22.286609127930475,88.10630818519594,west_bengal,24989319.12992,14645498.550928256,0.0651522,0.0316866,24989282.644688003,14645480.806432256,24989355.615152,14645516.295424256,179.412688,883.827504,252.383152,919.316496,88.1057,22.292033,0.005457863818302313,0.6038693445691282
